AppName,TCID,STATUS,EXEDATE,ENV|CODE|DATA|REQ,TestCaseID,WeekDay,Special,Day Weight,Function,Defect
OnePlan,88,Fail,3/28/2016,"PROD2.0|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data",10088,Monday,,,,
OnePlan,89,Fail,3/29/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data",10089,Tuesday,,,,
OnePlan,90,Pass,3/30/2016,,10090,Wednesday,,,,
OnePlan,91,Pass,3/31/2016,,10091,Thursday,,,,
OnePlan,92,Pass,4/1/2016,,10092,Friday,,,,
OnePlan,93,Pass,4/2/2016,,10093,Saturday,,,,
OnePlan,94,Pass,4/3/2016,,10094,Sunday,,,,
OnePlan,95,Pass,4/4/2016,,10095,Monday,,,,
OnePlan,96,Pass,4/5/2016,,10096,Tuesday,,,,
OnePlan,97,Pass,4/6/2016,,10097,Wednesday,,,,
OnePlan,98,Fail,4/7/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10098,Thursday,,,,
OnePlan,99,Pass,4/8/2016,,10099,Friday,,,,
OnePlan,100,Pass,4/9/2016,,10100,Saturday,,,,
OnePlan,101,Pass,4/10/2016,,10101,Sunday,,,,
OnePlan,102,Fail,4/11/2016,STG2.0|while var >! 0:  |invalid operator|validation,10102,Monday,,,,
OnePlan,103,Pass,4/12/2016,,10103,Tuesday,,,,
OnePlan,104,Pass,4/13/2016,,10104,Wednesday,,,,
OnePlan,105,Pass,4/14/2016,,10105,Thursday,,,,
OnePlan,106,Pass,4/15/2016,,10106,Friday,,,,
OnePlan,107,Fail,4/16/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise,10107,Saturday,,,,
OnePlan,108,Pass,4/17/2016,,10108,Sunday,,,,
OnePlan,109,Pass,4/18/2016,,10109,Monday,,,,
OnePlan,110,Fail,4/19/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error",10110,Tuesday,,,,
OnePlan,111,Pass,4/20/2016,,10111,Wednesday,,,,
OnePlan,112,Pass,4/21/2016,,10112,Thursday,,,,
OnePlan,113,Pass,4/22/2016,,10113,Friday,,,,
OnePlan,114,Fail,4/23/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing,10114,Saturday,,,,
OnePlan,115,Fail,4/24/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10115,Sunday,,,,
OnePlan,116,Pass,4/25/2016,,10116,Monday,,,,
OnePlan,117,Fail,4/26/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error",10117,Tuesday,,,,
OnePlan,118,Pass,4/27/2016,,10118,Wednesday,,,,
OnePlan,119,Pass,4/28/2016,,10119,Thursday,,,,
OnePlan,120,Fail,4/29/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",10120,Friday,,,,
OnePlan,121,Pass,4/30/2016,,10121,Saturday,,,,
OnePlan,122,Pass,5/1/2016,,10122,Sunday,,,,
OnePlan,123,Pass,5/2/2016,,10123,Monday,,,,
OnePlan,124,Fail,5/3/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10124,Tuesday,,,,
OnePlan,125,Pass,5/4/2016,,10125,Wednesday,,,,
OnePlan,126,Pass,5/5/2016,,10126,Thursday,,,,
OnePlan,127,Pass,5/6/2016,,10127,Friday,,,,
OnePlan,128,Pass,5/7/2016,,10128,Saturday,,,,
OnePlan,129,Pass,5/8/2016,,10129,Sunday,,,,
OnePlan,130,Pass,5/9/2016,,10130,Monday,,,,
OnePlan,131,Fail,5/10/2016,DEV2.0|plt.show()|plt:undefined name|displaying,10131,Tuesday,,,,
OnePlan,132,Pass,5/11/2016,,10132,Wednesday,,,,
OnePlan,133,Pass,5/12/2016,,10133,Thursday,,,,
OnePlan,134,Pass,5/13/2016,,10134,Friday,,,,
OnePlan,135,Fail,5/14/2016,DEV2.0|plt.show()|plt:undefined name|displaying,10135,Saturday,,,,
OnePlan,136,Fail,5/15/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly",10136,Sunday,,,,
OnePlan,137,Pass,5/16/2016,,10137,Monday,,,,
OnePlan,138,Pass,5/17/2016,,10138,Tuesday,,,,
OnePlan,139,Fail,5/18/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",10139,Wednesday,,,,
OnePlan,140,Pass,5/19/2016,,10140,Thursday,,,,
OnePlan,141,Fail,5/20/2016,STG2.0|for x in range(10)|List out of index [15]|looping,10141,Friday,,,,
OnePlan,142,Fail,5/21/2016,DEV2.0|print(df.columns)|df: undefined dataframe|retrive data,10142,Saturday,,,,
OnePlan,143,Fail,5/22/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly",10143,Sunday,,,,
OnePlan,144,Fail,5/23/2016,DEV2.0|plt.show()|plt:undefined name|displaying,10144,Monday,,,,
OnePlan,145,Pass,5/24/2016,,10145,Tuesday,,,,
OnePlan,146,Pass,5/25/2016,,10146,Wednesday,,,,
OnePlan,147,Pass,5/26/2016,,10147,Thursday,,,,
OnePlan,148,Fail,5/27/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading",10148,Friday,,,,
OnePlan,149,Fail,5/28/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",10149,Saturday,,,,
OnePlan,150,Pass,5/29/2016,,10150,Sunday,,,,
OnePlan,151,Fail,5/30/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10151,Monday,,,,
OnePlan,152,Pass,5/31/2016,,10152,Tuesday,,,,
OnePlan,153,Pass,6/1/2016,,10153,Wednesday,,,,
OnePlan,154,Pass,6/2/2016,,10154,Thursday,,,,
OnePlan,155,Pass,6/3/2016,,10155,Friday,,,,
OnePlan,156,Pass,6/4/2016,,10156,Saturday,,,,
OnePlan,157,Pass,6/5/2016,,10157,Sunday,,,,
OnePlan,158,Pass,6/6/2016,,10158,Monday,,,,
OnePlan,159,Fail,6/7/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing,10159,Tuesday,,,,
OnePlan,160,Pass,6/8/2016,,10160,Wednesday,,,,
OnePlan,161,Fail,6/9/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control,10161,Thursday,,,,
OnePlan,162,Pass,6/10/2016,,10162,Friday,,,,
OnePlan,163,Fail,6/11/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,10163,Saturday,,,,
OnePlan,164,Fail,6/12/2016,PROD2.0|print(('python')*a)|a: variable undefined|retrieve data,10164,Sunday,,,,
OnePlan,165,Pass,6/13/2016,,10165,Monday,,,,
OnePlan,166,Pass,6/14/2016,,10166,Tuesday,,,,
OnePlan,167,Fail,6/15/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing,10167,Wednesday,,,,
OnePlan,168,Pass,6/16/2016,,10168,Thursday,,,,
OnePlan,169,Pass,6/17/2016,,10169,Friday,,,,
OnePlan,170,Fail,6/18/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising,10170,Saturday,,,,
OnePlan,171,Pass,6/19/2016,,10171,Sunday,,,,
OnePlan,172,Fail,6/20/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10172,Monday,,,,
OnePlan,173,Pass,6/21/2016,,10173,Tuesday,,,,
OnePlan,174,Pass,6/22/2016,,10174,Wednesday,,,,
OnePlan,175,Pass,6/23/2016,,10175,Thursday,,,,
OnePlan,176,Pass,6/24/2016,,10176,Friday,,,,
OnePlan,177,Pass,6/25/2016,,10177,Saturday,,,,
OnePlan,178,Pass,6/26/2016,,10178,Sunday,,,,
OnePlan,179,Fail,6/27/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10179,Monday,,,,
OnePlan,180,Pass,6/28/2016,,10180,Tuesday,,,,
OnePlan,181,Pass,6/29/2016,,10181,Wednesday,,,,
OnePlan,182,Fail,6/30/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",10182,Thursday,,,,
OnePlan,183,Pass,7/1/2016,,10183,Friday,,,,
OnePlan,184,Pass,7/2/2016,,10184,Saturday,,,,
OnePlan,185,Pass,7/3/2016,,10185,Sunday,,,,
OnePlan,186,Fail,7/4/2016,"DEV2.0|plt.plot(x,y)|x,y : undefined variables|plotting",10186,Monday,Independence Day,,,
OnePlan,187,Fail,7/5/2016,STG2.0|while var >! 0:  |invalid operator|validation,10187,Tuesday,,,,
OnePlan,188,Fail,7/6/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value ,10188,Wednesday,,,,
OnePlan,189,Pass,7/7/2016,,10189,Thursday,,,,
OnePlan,190,Fail,7/8/2016,PROD2.0|import numpy as np|numpy: Package not found|importing,10190,Friday,,,,
OnePlan,191,Pass,7/9/2016,,10191,Saturday,,,,
OnePlan,192,Pass,7/10/2016,,10192,Sunday,,,,
OnePlan,193,Fail,7/11/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control,10193,Monday,,,,
OnePlan,194,Pass,7/12/2016,,10194,Tuesday,,,,
OnePlan,195,Fail,7/13/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting,10195,Wednesday,,,,
OnePlan,196,Pass,7/14/2016,,10196,Thursday,,,,
OnePlan,197,Fail,7/15/2016,STG2.0|for x in range(10)|List out of index [15]|looping,10197,Friday,,,,
OnePlan,198,Fail,7/16/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",10198,Saturday,,,,
OnePlan,199,Pass,7/17/2016,,10199,Sunday,,,,
OnePlan,200,Pass,7/18/2016,,10200,Monday,,,,
OnePlan,201,Pass,7/19/2016,,10201,Tuesday,,,,
OnePlan,202,Pass,7/20/2016,,10202,Wednesday,,,,
OnePlan,203,Pass,7/21/2016,,10203,Thursday,,,,
OnePlan,204,Fail,7/22/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10204,Friday,,,,
OnePlan,205,Fail,7/23/2016,PROD2.0|np.arange(8)|numpy array out of range|looping,10205,Saturday,,,,
OnePlan,206,Pass,7/24/2016,,10206,Sunday,,,,
OnePlan,207,Pass,7/25/2016,,10207,Monday,,,,
OnePlan,208,Fail,7/26/2016,STG2.0|for i in Age|list index out of range|looping,10208,Tuesday,,,,
OnePlan,209,Pass,7/27/2016,,10209,Wednesday,,,,
OnePlan,210,Fail,7/28/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration",10210,Thursday,,,,
OnePlan,211,Pass,7/29/2016,,10211,Friday,,,,
OnePlan,212,Fail,7/30/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value ,10212,Saturday,,,,
OnePlan,213,Fail,7/31/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",10213,Sunday,,,,
OnePlan,214,Fail,8/1/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,10214,Monday,,,,
OnePlan,215,Fail,8/2/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing,10215,Tuesday,,,,
OnePlan,216,Pass,8/3/2016,,10216,Wednesday,,,,
OnePlan,217,Pass,8/4/2016,,10217,Thursday,,,,
OnePlan,218,Pass,8/5/2016,,10218,Friday,,,,
OnePlan,219,Pass,8/6/2016,,10219,Saturday,,,,
OnePlan,220,Fail,8/7/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data",10220,Sunday,,,,
OnePlan,221,Pass,8/8/2016,,10221,Monday,,,,
OnePlan,222,Fail,8/9/2016,"PROD2.0|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data",10222,Tuesday,,,,
OnePlan,223,Pass,8/10/2016,,10223,Wednesday,,,,
OnePlan,224,Pass,8/11/2016,,10224,Thursday,,,,
OnePlan,225,Fail,8/12/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations",10225,Friday,,,,
OnePlan,226,Fail,8/13/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping",10226,Saturday,,,,
OnePlan,227,Fail,8/14/2016,UAT2.0|import matplotlib.pyplot as plt|matplot: Package not found|importing,10227,Sunday,,,,
OnePlan,228,Pass,8/15/2016,,10228,Monday,,,,
OnePlan,229,Fail,8/16/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",10229,Tuesday,,,,
OnePlan,230,Fail,8/17/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data",10230,Wednesday,,,,
OnePlan,231,Pass,8/18/2016,,10231,Thursday,,,,
OnePlan,232,Pass,8/19/2016,,10232,Friday,,,,
OnePlan,233,Fail,8/20/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise,10233,Saturday,,,,
OnePlan,234,Pass,8/21/2016,,10234,Sunday,,,,
OnePlan,235,Pass,8/22/2016,,10235,Monday,,,,
OnePlan,236,Fail,8/23/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,10236,Tuesday,,,,
OnePlan,237,Fail,8/24/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing,10237,Wednesday,,,,
OnePlan,238,Fail,8/25/2016,STG2.0|while var >! 0:  |invalid operator|validation,10238,Thursday,,,,
OnePlan,239,Pass,8/26/2016,,10239,Friday,,,,
OnePlan,240,Fail,8/27/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising,10240,Saturday,,,,
OnePlan,241,Fail,8/28/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing,10241,Sunday,,,,
OnePlan,242,Pass,8/29/2016,,10242,Monday,,,,
OnePlan,243,Pass,8/30/2016,,10243,Tuesday,,,,
OnePlan,244,Fail,8/31/2016,STG2.0|while var >! 0:  |invalid operator|validation,10244,Wednesday,,,,
OnePlan,245,Pass,9/1/2016,,10245,Thursday,,,,
OnePlan,246,Fail,9/2/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data",10246,Friday,,,,
OnePlan,247,Fail,9/3/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing,10247,Saturday,,,,
OnePlan,248,Fail,9/4/2016,PROD2.0|Not compatible with IOS 13|Update not found|Updating,10248,Sunday,,,,
OnePlan,249,Fail,9/5/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error",10249,Monday,,,,
OnePlan,250,Fail,9/6/2016,PROD2.0|np.arange(8)|numpy array out of range|looping,10250,Tuesday,,,,
OnePlan,251,Pass,9/7/2016,,10251,Wednesday,,,,
OnePlan,252,Pass,9/8/2016,,10252,Thursday,,,,
OnePlan,253,Fail,9/9/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing,10253,Friday,,,,
OnePlan,254,Pass,9/10/2016,,10254,Saturday,,,,
OnePlan,255,Pass,9/11/2016,,10255,Sunday,,,,
OnePlan,256,Pass,9/12/2016,,10256,Monday,,,,
OnePlan,257,Pass,9/13/2016,,10257,Tuesday,,,,
OnePlan,258,Fail,9/14/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise,10258,Wednesday,,,,
OnePlan,259,Pass,9/15/2016,,10259,Thursday,,,,
OnePlan,260,Pass,9/16/2016,,10260,Friday,,,,
OnePlan,261,Pass,9/17/2016,,10261,Saturday,,,,
OnePlan,262,Fail,9/18/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading",10262,Sunday,,,,
OnePlan,263,Fail,9/19/2016,DEV2.0|plt.show()|plt:undefined name|displaying,10263,Monday,,,,
OnePlan,264,Fail,9/20/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",10264,Tuesday,,,,
OnePlan,265,Pass,9/21/2016,,10265,Wednesday,,,,
OnePlan,266,Fail,9/22/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing",10266,Thursday,,,,
OnePlan,267,Fail,9/23/2016,"DEV2.0| print ""Ok""|Missing parentheses in call to 'print'| printing",10267,Friday,,,,
OnePlan,268,Pass,9/24/2016,,10268,Saturday,,,,
OnePlan,269,Pass,9/25/2016,,10269,Sunday,,,,
OnePlan,270,Pass,9/26/2016,,10270,Monday,,,,
OnePlan,271,Fail,9/27/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",10271,Tuesday,,,,
OnePlan,272,Pass,9/28/2016,,10272,Wednesday,,,,
OnePlan,273,Pass,9/29/2016,,10273,Thursday,,,,
OnePlan,274,Pass,9/30/2016,,10274,Friday,,,,
OnePlan,275,Pass,10/1/2016,,10275,Saturday,,,,
OnePlan,276,Pass,10/2/2016,,10276,Sunday,,,,
OnePlan,277,Pass,10/3/2016,,10277,Monday,,,,
OnePlan,278,Pass,10/4/2016,,10278,Tuesday,,,,
OnePlan,279,Fail,10/5/2016,"DEV2.0|plt.plot(x,y)|x,y : undefined variables|plotting",10279,Wednesday,,,,
OnePlan,280,Fail,10/6/2016,DEV2.0|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data,10280,Thursday,,,,
OnePlan,281,Pass,10/7/2016,,10281,Friday,,,,
OnePlan,282,Fail,10/8/2016,STG2.0|while var >! 0:  |invalid operator|validation,10282,Saturday,,,,
OnePlan,283,Pass,10/9/2016,,10283,Sunday,,,,
OnePlan,284,Fail,10/10/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error",10284,Monday,,,,
OnePlan,285,Pass,10/11/2016,,10285,Tuesday,,,,
OnePlan,286,Pass,10/12/2016,,10286,Wednesday,,,,
OnePlan,287,Fail,10/13/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing,10287,Thursday,,,,
OnePlan,288,Pass,10/14/2016,,10288,Friday,,,,
OnePlan,289,Pass,10/15/2016,,10289,Saturday,,,,
OnePlan,290,Pass,10/16/2016,,10290,Sunday,,,,
OnePlan,291,Fail,10/17/2016,DEV2.0|plt.show()|plt:undefined name|displaying,10291,Monday,,,,
OnePlan,292,Fail,10/18/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing,10292,Tuesday,,,,
OnePlan,293,Fail,10/19/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing,10293,Wednesday,,,,
OnePlan,294,Pass,10/20/2016,,10294,Thursday,,,,
OnePlan,295,Pass,10/21/2016,,10295,Friday,,,,
OnePlan,296,Pass,10/22/2016,,10296,Saturday,,,,
OnePlan,297,Pass,10/23/2016,,10297,Sunday,,,,
OnePlan,298,Pass,10/24/2016,,10298,Monday,,,,
OnePlan,299,Pass,10/25/2016,,10299,Tuesday,,,,
OnePlan,300,Pass,10/26/2016,,10300,Wednesday,,,,
OnePlan,301,Fail,10/27/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing,10301,Thursday,,,,
OnePlan,302,Pass,10/28/2016,,10302,Friday,,,,
OnePlan,303,Fail,10/29/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing,10303,Saturday,,,,
OnePlan,304,Fail,10/30/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring,10304,Sunday,Haloween,,,
OnePlan,305,Fail,10/31/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",10305,Monday,Haloween,,,
OnePlan,306,Pass,11/1/2016,,10306,Tuesday,,,,
OnePlan,307,Fail,11/2/2016,"PROD2.0|import plotly|The plotly.plotly module is deprecated,|importing",10307,Wednesday,,,,
OnePlan,308,Pass,11/3/2016,,10308,Thursday,,,,
OnePlan,309,Fail,11/4/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data",10309,Friday,,,,
OnePlan,310,Pass,11/5/2016,,10310,Saturday,,,,
OnePlan,311,Pass,11/6/2016,,10311,Sunday,,,,
OnePlan,312,Pass,11/7/2016,,10312,Monday,,,,
OnePlan,313,Pass,11/8/2016,,10313,Tuesday,,,,
OnePlan,314,Pass,11/9/2016,,10314,Wednesday,,,,
OnePlan,315,Fail,11/10/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping",10315,Thursday,,,,
OnePlan,316,Pass,11/11/2016,,10316,Friday,,,,
